target_id	length	eff_length	est_counts	tpm
TRINITY_DN21551_c1_g1_i1	696	581.327	2687	155.265
TRINITY_DN21515_c0_g1_i1	207	104.708	4	1.28323
TRINITY_DN21560_c0_g1_i1	501	386.639	3373	293.047
TRINITY_DN21562_c0_g1_i1	226	120.56	262	73.0004
TRINITY_DN21482_c0_g1_i1	249	140.809	27	6.4411
TRINITY_DN21536_c0_g1_i1	223	118.092	0	0
TRINITY_DN21528_c0_g1_i1	328	215.574	0	0
TRINITY_DN21555_c0_g1_i1	266	156.442	0	0
TRINITY_DN21564_c1_g1_i1	1470	1355.24	989	24.5136
TRINITY_DN21546_c0_g1_i1	1899	1784.24	122	2.29685
TRINITY_DN21563_c0_g1_i1	2381	2266.24	75	1.11168
TRINITY_DN21509_c0_g1_i1	243	135.396	0	0
TRINITY_DN21537_c0_g1_i1	213	109.683	0	0
TRINITY_DN21561_c0_g1_i1	1528	1413.24	1411	33.538
TRINITY_DN21553_c0_g1_i1	1372	1257.24	2125	56.7763
TRINITY_DN21557_c0_g1_i1	327	214.6	0	0
TRINITY_DN21554_c0_g1_i1	250	141.716	0	0
TRINITY_DN21565_c0_g1_i1	652	537.417	48.3024	3.01914
TRINITY_DN21491_c0_g1_i1	241	133.612	0	0
TRINITY_DN21510_c0_g1_i1	264	154.549	0	0
TRINITY_DN21568_c1_g1_i1	2135	2020.24	898.936	14.9469
TRINITY_DN21566_c0_g1_i1	1066	951.24	8	0.282505
TRINITY_DN21540_c0_g1_i1	2044	1929.24	50	0.870582
TRINITY_DN21539_c0_g1_i1	1210	1095.24	36	1.10413
TRINITY_DN21541_c0_g1_i1	1783	1668.24	866	17.4376
TRINITY_DN21493_c0_g1_i1	235	128.253	27	7.07168
TRINITY_DN21548_c0_g1_i1	1291	1176.24	425.111	12.1404
TRINITY_DN21501_c0_g1_i1	322	209.719	0	0
TRINITY_DN21543_c0_g1_i1	1099	984.24	265	9.04422
TRINITY_DN21538_c0_g1_i1	2896	2781.24	23142	279.504
TRINITY_DN21550_c0_g1_i1	283	172.409	2.40986	0.469525
TRINITY_DN21550_c0_g1_i2	308	196.251	0	0
TRINITY_DN21550_c1_g1_i1	234	127.349	5.02102	1.32441
TRINITY_DN21550_c1_g1_i3	236	129.13	2.00143	0.520643
TRINITY_DN21517_c0_g1_i1	413	299.285	1	0.112239
TRINITY_DN21517_c0_g1_i2	423	309.212	1	0.108635
TRINITY_DN21559_c0_g1_i1	1033	918.24	286	10.4625
TRINITY_DN21542_c0_g1_i1	2175	2060.24	93	1.51632
TRINITY_DN21471_c0_g1_i2	366	252.774	1	0.132891
TRINITY_DN21471_c0_g1_i1	284	173.346	0	0
TRINITY_DN21490_c0_g1_i1	212	108.842	0	0
TRINITY_DN21547_c0_g1_i1	1239	1124.24	6	0.179274
TRINITY_DN21511_c0_g1_i1	392	278.551	41.0799	4.95394
TRINITY_DN21549_c0_g1_i1	285	174.268	0	0
TRINITY_DN21532_c0_g1_i1	208	105.527	0	0
TRINITY_DN21470_c0_g1_i1	235	128.253	151.208	39.6035
TRINITY_DN21472_c0_g1_i1	240	132.745	8.14108	2.06011
TRINITY_DN21476_c0_g1_i1	314	202.034	0	0
TRINITY_DN21497_c0_g1_i1	261	151.75	0	0
TRINITY_DN21567_c4_g1_i1	803	688.303	18977.5	926.157
TRINITY_DN21544_c0_g1_i1	1286	1171.24	11	0.315481
TRINITY_DN21552_c0_g1_i1	911	796.273	263	11.0948
TRINITY_DN21558_c0_g1_i1	1020	905.24	16	0.593721
TRINITY_DN21556_c0_g1_i1	211	107.972	35.0826	10.9146
TRINITY_DN5656_c0_g1_i3	1043	928.24	81.8757	2.96293
TRINITY_DN5656_c0_g1_i2	720	605.303	0	0
TRINITY_DN5656_c0_g1_i1	1577	1462.24	140.124	3.219
TRINITY_DN5625_c0_g1_i1	391	277.551	0	0
TRINITY_DN5625_c0_g1_i2	318	205.894	0	0
TRINITY_DN5655_c0_g1_i1	401	287.449	0	0
TRINITY_DN5680_c0_g1_i3	1309	1194.24	0	0
TRINITY_DN5680_c0_g1_i1	1584	1469.24	0	0
TRINITY_DN5680_c0_g1_i2	1733	1618.24	8	0.166063
TRINITY_DN5691_c0_g1_i1	651	536.417	30	1.87864
TRINITY_DN5691_c1_g1_i1	206	103.92	0	0
TRINITY_DN5627_c0_g1_i1	518	403.591	0	0
TRINITY_DN5627_c0_g1_i2	1180	1065.24	6	0.189204
TRINITY_DN5636_c0_g1_i2	297	185.688	3	0.542706
TRINITY_DN5636_c0_g1_i1	306	194.322	0	0
TRINITY_DN5653_c0_g1_i1	491	376.7	11.2377	1.00209
TRINITY_DN5653_c0_g1_i2	430	316.187	14.7623	1.56833
TRINITY_DN5693_c0_g1_i1	205	103.113	2	0.651543
TRINITY_DN5603_c0_g1_i2	523	408.575	5	0.411078
TRINITY_DN5603_c0_g1_i1	530	415.542	0	0
TRINITY_DN5610_c0_g1_i1	1302	1187.24	63	1.78249
TRINITY_DN5676_c0_g1_i2	276	165.801	0	0
TRINITY_DN5676_c0_g1_i1	235	128.253	0	0
TRINITY_DN5676_c0_g1_i4	235	128.253	0	0
TRINITY_DN5676_c0_g1_i3	308	196.251	0	0
TRINITY_DN5676_c0_g2_i1	219	114.776	7	2.04867
TRINITY_DN5661_c0_g1_i2	721	606.303	0	0
TRINITY_DN5661_c0_g1_i5	468	353.759	0	0
TRINITY_DN5661_c0_g1_i6	686	571.373	0	0
TRINITY_DN5661_c0_g1_i7	206	103.92	0	0
TRINITY_DN5661_c0_g1_i1	686	571.373	0	0
TRINITY_DN5661_c0_g1_i3	813	698.303	0	0
TRINITY_DN5607_c0_g1_i1	2609	2494.24	107	1.44103
TRINITY_DN5630_c0_g1_i1	901	786.273	25	1.06805
TRINITY_DN5664_c0_g1_i3	509	394.623	2.37156	0.201873
TRINITY_DN5664_c0_g1_i2	341	228.225	0.628441	0.0924969
TRINITY_DN5668_c0_g2_i1	3076	2961.24	7	0.0794055
TRINITY_DN5668_c0_g2_i3	914	799.273	4	0.168109
TRINITY_DN5668_c0_g2_i2	712	597.303	0	0
TRINITY_DN5668_c0_g1_i3	1908	1793.24	7	0.131125
TRINITY_DN5668_c0_g1_i4	244	136.278	0	0
TRINITY_DN5668_c0_g1_i2	954	839.24	0	0
TRINITY_DN5613_c0_g1_i2	1898	1783.24	2.1619	0.0407241
TRINITY_DN5613_c0_g1_i1	2035	1920.24	89.8381	1.57156
TRINITY_DN5644_c0_g1_i1	1027	912.24	0	0
TRINITY_DN5614_c0_g1_i2	560	445.474	0	0
TRINITY_DN5614_c0_g1_i1	921	806.273	1	0.0416624
TRINITY_DN5651_c0_g1_i5	263	153.644	0	0
TRINITY_DN5651_c0_g1_i4	281	170.555	2	0.393906
TRINITY_DN5651_c0_g1_i2	281	170.555	2	0.393906
TRINITY_DN5651_c0_g1_i3	249	140.809	0	0
TRINITY_DN5669_c0_g1_i1	1142	1027.24	87	2.84494
TRINITY_DN5673_c1_g1_i1	398	284.472	20.4792	2.41825
TRINITY_DN5673_c0_g1_i1	568	453.456	3	0.222235
TRINITY_DN5673_c0_g1_i4	570	455.456	0	0
TRINITY_DN5673_c0_g1_i3	632	517.417	0	0
TRINITY_DN5692_c0_g1_i1	773	658.303	6	0.306162
TRINITY_DN5612_c0_g1_i3	1227	1112.24	2	0.0604029
TRINITY_DN5612_c0_g1_i1	970	855.24	7	0.274939
TRINITY_DN5620_c0_g1_i1	406	292.38	0	0
TRINITY_DN5654_c0_g2_i1	653	538.417	3	0.187167
TRINITY_DN5654_c0_g1_i1	287	176.126	0	0
TRINITY_DN5700_c0_g1_i1	675	560.396	0	0
TRINITY_DN5700_c0_g1_i2	722	607.303	75	4.14841
TRINITY_DN5665_c0_g1_i1	510	395.623	4	0.339629
TRINITY_DN5697_c0_g1_i1	495	380.685	3	0.264717
TRINITY_DN5621_c0_g1_i1	1296	1181.24	6.32821e-06	1.79957e-07
TRINITY_DN5621_c0_g1_i2	499	384.654	1.61461e-05	1.41002e-06
TRINITY_DN5621_c0_g1_i3	792	677.303	4.96308	0.246147
TRINITY_DN5621_c0_g1_i4	1281	1166.24	3.05279	0.0879295
TRINITY_DN5670_c0_g1_i3	815	700.303	0	0
TRINITY_DN5670_c0_g1_i1	760	645.303	3	0.156165
TRINITY_DN5643_c0_g1_i3	393	279.551	1	0.120162
TRINITY_DN5643_c0_g1_i2	281	170.555	0	0
TRINITY_DN5672_c0_g1_i8	4358	4243.24	3.03914	0.0240591
TRINITY_DN5672_c0_g1_i1	1532	1417.24	1.11373e-08	2.63974e-10
TRINITY_DN5672_c0_g1_i7	601	486.417	61.9609	4.27892
TRINITY_DN5672_c0_g1_i5	3350	3235.24	0	0
TRINITY_DN5672_c0_g1_i2	3198	3083.24	0	0
TRINITY_DN5672_c0_g1_i9	449	334.951	0	0
TRINITY_DN5695_c0_g1_i1	1748	1633.24	7	0.143971
TRINITY_DN5647_c0_g1_i1	896	781.273	69	2.96669
TRINITY_DN5690_c0_g1_i1	265	155.492	0	0
TRINITY_DN5690_c0_g1_i3	436	322.161	4	0.417074
TRINITY_DN5650_c0_g1_i2	671	556.396	1	0.060373
TRINITY_DN5685_c0_g1_i1	2639	2524.24	101	1.34405
TRINITY_DN5634_c0_g1_i1	1150	1035.24	32.3923	1.05106
TRINITY_DN5634_c0_g1_i2	511	396.623	119.608	10.1299
TRINITY_DN5649_c0_g1_i1	435	321.174	10	1.04589
TRINITY_DN5604_c0_g1_i1	645	530.417	242	15.3258
TRINITY_DN5617_c0_g1_i1	1110	995.24	13	0.438775
TRINITY_DN5618_c0_g1_i1	1925	1810.24	18	0.334012
TRINITY_DN5645_c0_g1_i1	1613	1498.24	362	8.11621
TRINITY_DN5679_c0_g1_i4	768	653.303	0	0
TRINITY_DN5679_c0_g1_i2	875	760.303	0	0
TRINITY_DN5679_c0_g1_i7	875	760.303	0	0
TRINITY_DN5679_c0_g1_i1	683	568.373	3	0.177302
TRINITY_DN5679_c0_g1_i5	887	772.273	0	0
TRINITY_DN5679_c0_g1_i6	887	772.273	0	0
TRINITY_DN5648_c0_g1_i1	610	495.417	1252	84.8906
TRINITY_DN5677_c0_g1_i9	371	257.712	0	0
TRINITY_DN5677_c0_g1_i5	221	116.458	8.50563	2.45337
TRINITY_DN5677_c0_g1_i1	254	145.333	0	0
TRINITY_DN5677_c0_g1_i3	709	594.303	0	0
TRINITY_DN5677_c0_g1_i8	731	616.303	13.9031	0.757778
TRINITY_DN5677_c0_g1_i10	295	183.792	0	0
TRINITY_DN5677_c0_g2_i2	253	144.457	0	0
TRINITY_DN5677_c0_g3_i4	293	181.874	0	0
TRINITY_DN5677_c0_g3_i5	228	122.264	0	0
TRINITY_DN5677_c0_g3_i3	265	155.492	0	0
TRINITY_DN5677_c0_g3_i1	224	118.897	0	0
TRINITY_DN5641_c0_g1_i1	219	114.776	1	0.292667
TRINITY_DN5632_c0_g1_i3	1445	1330.24	0	0
TRINITY_DN5632_c0_g1_i1	230	123.93	0	0
TRINITY_DN5632_c0_g1_i2	1529	1414.24	1	0.0237522
TRINITY_DN5696_c0_g1_i2	427	313.187	1	0.107256
TRINITY_DN5696_c0_g1_i3	650	535.417	2	0.125477
TRINITY_DN5696_c0_g1_i4	309	197.219	2	0.340649
TRINITY_DN5696_c0_g1_i1	332	219.513	0	0
TRINITY_DN5640_c0_g2_i2	892	777.273	0	0
TRINITY_DN5640_c0_g2_i1	877	762.303	18.1631	0.800364
TRINITY_DN5640_c0_g1_i1	622	507.417	0	0
TRINITY_DN5624_c0_g1_i1	2418	2303.24	2.6583	0.0387696
TRINITY_DN5624_c0_g1_i2	685	570.373	3.3417	0.196804
TRINITY_DN5666_c0_g1_i1	1047	932.24	8	0.288263
TRINITY_DN5660_c0_g1_i1	681	566.396	1	0.0593071
TRINITY_DN5660_c0_g2_i1	330	217.548	0	0
TRINITY_DN5657_c0_g1_i1	313	201.091	3	0.501136
TRINITY_DN5657_c0_g1_i2	253	144.457	0	0
TRINITY_DN5671_c0_g1_i1	1873	1758.24	24	0.458521
TRINITY_DN5619_c0_g1_i2	1487	1372.24	18	0.440624
TRINITY_DN5683_c1_g1_i2	516	401.607	19.2454	1.60973
TRINITY_DN5683_c0_g2_i1	209	106.345	0	0
