target_id	length	eff_length	est_counts	tpm
TRINITY_DN21551_c1_g1_i1	696	469.843	5590	218.297
TRINITY_DN21515_c0_g1_i1	207	52.6117	104	36.2694
TRINITY_DN21560_c0_g1_i1	501	278.524	22858	1505.79
TRINITY_DN21562_c0_g1_i1	226	61.9673	150	44.4138
TRINITY_DN21482_c0_g1_i1	249	74.0082	26	6.44588
TRINITY_DN21536_c0_g1_i1	223	60.4587	1	0.30348
TRINITY_DN21528_c0_g1_i1	328	127.721	0	0
TRINITY_DN21555_c0_g1_i1	266	84.0988	3	0.654516
TRINITY_DN21564_c1_g1_i1	1470	1243.44	1423	20.9976
TRINITY_DN21546_c0_g1_i1	1899	1672.44	333	3.65329
TRINITY_DN21563_c0_g1_i1	2381	2154.44	297	2.52937
TRINITY_DN21509_c0_g1_i1	243	70.8381	0	0
TRINITY_DN21537_c0_g1_i1	213	55.414	0	0
TRINITY_DN21561_c0_g1_i1	1528	1301.44	4002	56.4213
TRINITY_DN21553_c0_g1_i1	1372	1145.44	10679	171.06
TRINITY_DN21557_c0_g1_i1	327	126.954	0	0
TRINITY_DN21554_c0_g1_i1	250	74.5738	0	0
TRINITY_DN21565_c0_g1_i1	652	426.122	402.146	17.3156
TRINITY_DN21491_c0_g1_i1	241	69.5932	0	0
TRINITY_DN21510_c0_g1_i1	264	82.7781	0	0
TRINITY_DN21568_c1_g1_i1	2135	1908.44	2160	20.7666
TRINITY_DN21566_c0_g1_i1	1066	839.436	383	8.37144
TRINITY_DN21540_c0_g1_i1	2044	1817.44	464	4.68433
TRINITY_DN21539_c0_g1_i1	1210	983.436	2101	39.1985
TRINITY_DN21541_c0_g1_i1	1783	1556.44	1633	19.2506
TRINITY_DN21493_c0_g1_i1	235	66.4321	9	2.48572
TRINITY_DN21548_c0_g1_i1	1291	1064.44	493	8.49799
TRINITY_DN21501_c0_g1_i1	322	123.18	8	1.19162
TRINITY_DN21543_c0_g1_i1	1099	872.436	1155	24.2906
TRINITY_DN21538_c0_g1_i1	2896	2669.44	117653	808.672
TRINITY_DN21550_c0_g1_i1	283	95.2311	0	0
TRINITY_DN21550_c0_g1_i2	308	112.824	8.58694	1.39645
TRINITY_DN21550_c1_g1_i1	234	65.8748	0	0
TRINITY_DN21550_c1_g1_i3	236	66.9407	0	0
TRINITY_DN21517_c0_g1_i1	413	197.766	3	0.278328
TRINITY_DN21517_c0_g1_i2	423	206.433	0	0
TRINITY_DN21559_c0_g1_i1	1033	806.436	396	9.00978
TRINITY_DN21542_c0_g1_i1	2175	1948.44	665	6.26216
TRINITY_DN21471_c0_g1_i2	366	157.958	4	0.464629
TRINITY_DN21471_c0_g1_i1	284	95.9094	0	0
TRINITY_DN21490_c0_g1_i1	212	54.9048	2	0.668356
TRINITY_DN21547_c0_g1_i1	1239	1012.44	119	2.15659
TRINITY_DN21511_c0_g1_i1	392	179.435	223.408	22.8444
TRINITY_DN21549_c0_g1_i1	285	96.5775	0	0
TRINITY_DN21532_c0_g1_i1	208	52.9688	42128	14592.8
TRINITY_DN21470_c0_g1_i1	235	66.4321	185.456	51.2215
TRINITY_DN21472_c0_g1_i1	240	69.0746	56.9001	15.1141
TRINITY_DN21476_c0_g1_i1	314	117.251	0	0
TRINITY_DN21497_c0_g1_i1	261	81.06	0	0
TRINITY_DN21567_c4_g1_i1	803	576.637	43248	1376.11
TRINITY_DN21544_c0_g1_i1	1286	1059.44	57	0.987163
TRINITY_DN21552_c0_g1_i1	911	684.436	201	5.38831
TRINITY_DN21558_c0_g1_i1	1020	793.436	173	4.00058
TRINITY_DN21556_c0_g1_i1	211	54.4036	0	0
TRINITY_DN5656_c0_g1_i3	1043	816.436	132.573	2.97935
TRINITY_DN5656_c0_g1_i2	720	493.791	5.57631	0.207202
TRINITY_DN5656_c0_g1_i1	1577	1350.44	547.851	7.4435
TRINITY_DN5625_c0_g1_i1	391	178.533	0	0
TRINITY_DN5625_c0_g1_i2	318	120.113	0	0
TRINITY_DN5655_c0_g1_i1	401	187.272	2	0.195951
TRINITY_DN5680_c0_g1_i3	1309	1082.44	46.2655	0.784231
TRINITY_DN5680_c0_g1_i1	1584	1357.44	0	0
TRINITY_DN5680_c0_g1_i2	1733	1506.44	1.73447	0.0211254
TRINITY_DN5691_c0_g1_i1	651	425.122	107	4.61806
TRINITY_DN5691_c1_g1_i1	206	52.2499	0	0
TRINITY_DN5627_c0_g1_i1	518	294.875	4.40909	0.274346
TRINITY_DN5627_c0_g1_i2	1180	953.436	68.5909	1.31997
TRINITY_DN5636_c0_g1_i2	297	104.981	9	1.57297
TRINITY_DN5636_c0_g1_i1	306	111.366	0	0
TRINITY_DN5653_c0_g1_i1	491	269.005	99.7591	6.80427
TRINITY_DN5653_c0_g1_i2	430	212.607	22.2409	1.91939
TRINITY_DN5693_c0_g1_i1	205	51.8461	4	1.41557
TRINITY_DN5603_c0_g1_i2	523	299.787	2.81498	0.172286
TRINITY_DN5603_c0_g1_i1	530	306.517	4.18502	0.250514
TRINITY_DN5610_c0_g1_i1	1302	1075.44	132	2.25205
TRINITY_DN5676_c0_g1_i2	276	90.5821	0	0
TRINITY_DN5676_c0_g1_i1	235	66.4321	0	0
TRINITY_DN5676_c0_g1_i4	235	66.4321	0	0
TRINITY_DN5676_c0_g1_i3	308	112.824	0	0
TRINITY_DN5676_c0_g2_i1	219	58.565	2	0.626586
TRINITY_DN5661_c0_g1_i2	721	494.772	0	0
TRINITY_DN5661_c0_g1_i5	468	247.32	0	0
TRINITY_DN5661_c0_g1_i6	686	459.843	0	0
TRINITY_DN5661_c0_g1_i7	206	52.2499	0	0
TRINITY_DN5661_c0_g1_i1	686	459.843	0	0
TRINITY_DN5661_c0_g1_i3	813	586.573	0	0
TRINITY_DN5607_c0_g1_i1	2609	2382.44	259	1.99465
TRINITY_DN5630_c0_g1_i1	901	674.436	149	4.05354
TRINITY_DN5664_c0_g1_i3	509	286.135	28	1.79546
TRINITY_DN5664_c0_g1_i2	341	137.643	0	0
TRINITY_DN5668_c0_g2_i1	3076	2849.44	71.126	0.457993
TRINITY_DN5668_c0_g2_i3	914	687.436	0	0
TRINITY_DN5668_c0_g2_i2	712	485.791	4.87397	0.184087
TRINITY_DN5668_c0_g1_i3	1908	1681.44	20.7471	0.226395
TRINITY_DN5668_c0_g1_i4	244	71.3611	0.470788	0.121047
TRINITY_DN5668_c0_g1_i2	954	727.436	25.7821	0.650298
TRINITY_DN5613_c0_g1_i2	1898	1671.44	49.479	0.54315
TRINITY_DN5613_c0_g1_i1	2035	1808.44	373.521	3.78966
TRINITY_DN5644_c0_g1_i1	1027	800.436	15	0.343838
TRINITY_DN5614_c0_g1_i2	560	335.672	32.3267	1.76699
TRINITY_DN5614_c0_g1_i1	921	694.436	52.6733	1.39171
TRINITY_DN5651_c0_g1_i5	263	82.1667	0	0
TRINITY_DN5651_c0_g1_i4	281	93.9255	0	0
TRINITY_DN5651_c0_g1_i2	281	93.9255	0	0
TRINITY_DN5651_c0_g1_i3	249	74.0082	1	0.247919
TRINITY_DN5669_c0_g1_i1	1142	915.436	162	3.24695
TRINITY_DN5673_c1_g1_i1	398	184.626	25.8999	2.57391
TRINITY_DN5673_c0_g1_i1	568	343.521	0	0
TRINITY_DN5673_c0_g1_i4	570	345.47	3.32426	0.176553
TRINITY_DN5673_c0_g1_i3	632	406.338	6.67574	0.30144
TRINITY_DN5692_c0_g1_i1	773	546.678	16	0.537004
TRINITY_DN5612_c0_g1_i3	1227	1000.44	5.96871	0.109466
TRINITY_DN5612_c0_g1_i1	970	743.436	110.031	2.71557
TRINITY_DN5620_c0_g1_i1	406	191.698	7	0.669991
TRINITY_DN5654_c0_g2_i1	653	427.122	9	0.386616
TRINITY_DN5654_c0_g1_i1	287	97.987	1	0.187249
TRINITY_DN5700_c0_g1_i1	675	448.927	0	0
TRINITY_DN5700_c0_g1_i2	722	495.772	61	2.25754
